09:08:03 [restartedMain] INFO  AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@19fe73d: startup date [Mon Aug 05 09:08:03 CST 2019]; root of context hierarchy
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'refreshEndpoint' has been autodetected for JMX exposure
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'environmentManager' has been autodetected for JMX exposure
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'serviceRegistryEndpoint' has been autodetected for JMX exposure
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Bean with name 'refreshScope' has been autodetected for JMX exposure
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'serviceRegistryEndpoint': registering with JMX server as MBean [org.springframework.cloud.client.serviceregistry.endpoint:name=serviceRegistryEndpoint,type=ServiceRegistryEndpoint]
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=1f4cb6a,type=ConfigurationPropertiesRebinder]
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.spring.boot.autoconfigure:name=dataSource,type=DruidDataSourceWrapper]
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located managed bean 'refreshEndpoint': registering with JMX server as MBean [org.springframework.cloud.endpoint:name=refreshEndpoint,type=RefreshEndpoint]
09:08:23 [restartedMain] INFO  AnnotationMBeanExporter - Located MBean 'statFilter': registering with JMX server as MBean [com.alibaba.druid.filter.stat:name=statFilter,type=StatFilter]
09:08:23 [restartedMain] INFO  EndpointMBeanExporter - Registering beans for JMX exposure on startup
09:08:23 [restartedMain] INFO  DefaultLifecycleProcessor - Starting beans in phase 0
09:08:23 [restartedMain] INFO  InstanceInfoFactory - Setting initial instance status as: STARTING
09:08:23 [restartedMain] INFO  DiscoveryClient - Initializing Eureka in region us-east-1
09:08:23 [restartedMain] INFO  DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
09:08:23 [restartedMain] INFO  DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
09:08:24 [restartedMain] INFO  DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
09:08:24 [restartedMain] INFO  DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
09:08:24 [restartedMain] INFO  ConfigClusterResolver - Resolving eureka endpoints via configuration
09:08:25 [restartedMain] INFO  DiscoveryClient - Disable delta property : false
09:08:25 [restartedMain] INFO  DiscoveryClient - Single vip registry refresh property : null
09:08:25 [restartedMain] INFO  DiscoveryClient - Force full registry fetch : false
09:08:25 [restartedMain] INFO  DiscoveryClient - Application is null : false
09:08:25 [restartedMain] INFO  DiscoveryClient - Registered Applications size is zero : true
09:08:25 [restartedMain] INFO  DiscoveryClient - Application version is -1: true
09:08:25 [restartedMain] INFO  DiscoveryClient - Getting all instance registry info from the eureka server
09:08:25 [restartedMain] INFO  DiscoveryClient - The response status is 200
09:08:25 [restartedMain] INFO  DiscoveryClient - Starting heartbeat executor: renew interval is: 30
09:08:25 [restartedMain] INFO  InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
09:08:25 [restartedMain] INFO  DiscoveryClient - Discovery Client initialized at timestamp 1564967305398 with initial instances count: 11
09:08:25 [restartedMain] INFO  EurekaServiceRegistry - Registering application oms-dlsb-service-rm with eureka with status UP
09:08:25 [restartedMain] INFO  DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1564967305414, current=UP, previous=STARTING]
09:08:25 [DiscoveryClient-InstanceInfoReplicator-0] INFO  DiscoveryClient - DiscoveryClient_OMS-DLSB-SERVICE-RM/oms-dlsb-service-rm:10.52.2.101:8075: registering service...
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'auditEventsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=auditEventsEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'archaiusEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=archaiusEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'featuresEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=featuresEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'requestMappingEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=requestMappingEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'environmentEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=environmentEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'healthEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=healthEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'beansEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=beansEndpoint]
09:08:25 [DiscoveryClient-InstanceInfoReplicator-0] INFO  DiscoveryClient - DiscoveryClient_OMS-DLSB-SERVICE-RM/oms-dlsb-service-rm:10.52.2.101:8075 - registration status: 204
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'infoEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=infoEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'loggersEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=loggersEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'metricsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=metricsEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'traceEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=traceEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'dumpEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=dumpEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'autoConfigurationReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=autoConfigurationReportEndpoint]
09:08:25 [restartedMain] INFO  EndpointMBeanExporter - Located managed bean 'configurationPropertiesReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=configurationPropertiesReportEndpoint]
09:08:25 [restartedMain] INFO  DefaultLifecycleProcessor - Starting beans in phase 2147483647
09:08:25 [restartedMain] INFO  DocumentationPluginsBootstrapper - Context refreshed
09:08:25 [restartedMain] INFO  DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
09:08:25 [restartedMain] INFO  ApiListingReferenceScanner - Scanning for api listing references
09:08:26 [restartedMain] INFO  HystrixCircuitBreakerConfiguration$HystrixMetricsPollerConfiguration - Starting poller
09:08:26 [restartedMain] INFO  Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8075"]
09:08:26 [restartedMain] INFO  Http11NioProtocol - Starting ProtocolHandler ["http-nio-8075"]
09:08:26 [restartedMain] INFO  NioSelectorPool - Using a shared selector for servlet write/read
09:08:26 [restartedMain] INFO  TomcatEmbeddedServletContainer - Tomcat started on port(s): 8075 (http)
09:08:26 [restartedMain] INFO  EurekaAutoServiceRegistration - Updating port to 8075
09:08:26 [restartedMain] INFO  OmsDlsbServiceRmApplication - Started OmsDlsbServiceRmApplication in 23.513 seconds (JVM running for 29.025)
09:11:12 [http-nio-8075-exec-2] INFO  [/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
09:11:12 [http-nio-8075-exec-2] INFO  DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
09:11:12 [http-nio-8075-exec-2] INFO  DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 68 ms
09:11:13 [http-nio-8075-exec-2] ERROR Statement - {conn-10010, pstmt-20001} execute error. select
     
    'true' as QUERYID,
     
    
    ID, CZPXT_ID, DLLDB_ID, FHYC_ID, WDS_NEW_ID, SCADA_ID, OMS_ID, NAME, CFG_TYPE, MQ_NEW_ID, 
    PX, IS_STOP, WDS_RTUID, QJNY_POWER_ID, OMS_ORGID, SB_OMS_ORGID, OMS_DC_ID, DLSB_PX, 
    TJ_ID
   
    from DME_DRC_DDRB_CFG_W
     
       
    
     WHERE (  CFG_TYPE like ? ) 
   
     
     
      order by dlsb_px asc
java.sql.SQLSyntaxErrorException: ORA-00942: 表或视图不存在

	at oracle.jdbc.driver.T4CTTIoer.processError(T4CTTIoer.java:439)
	at oracle.jdbc.driver.T4CTTIoer.processError(T4CTTIoer.java:395)
	at oracle.jdbc.driver.T4C8Oall.processError(T4C8Oall.java:802)
	at oracle.jdbc.driver.T4CTTIfun.receive(T4CTTIfun.java:436)
	at oracle.jdbc.driver.T4CTTIfun.doRPC(T4CTTIfun.java:186)
	at oracle.jdbc.driver.T4C8Oall.doOALL(T4C8Oall.java:521)
	at oracle.jdbc.driver.T4CPreparedStatement.doOall8(T4CPreparedStatement.java:205)
	at oracle.jdbc.driver.T4CPreparedStatement.executeForDescribe(T4CPreparedStatement.java:861)
	at oracle.jdbc.driver.OracleStatement.executeMaybeDescribe(OracleStatement.java:1145)
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeout(OracleStatement.java:1259)
	at oracle.jdbc.driver.OraclePreparedStatement.executeInternal(OraclePreparedStatement.java:3449)
	at oracle.jdbc.driver.OraclePreparedStatement.execute(OraclePreparedStatement.java:3550)
	at oracle.jdbc.driver.OraclePreparedStatementWrapper.execute(OraclePreparedStatementWrapper.java:1374)
	at com.alibaba.druid.filter.FilterChainImpl.preparedStatement_execute(FilterChainImpl.java:3051)
	at com.alibaba.druid.filter.FilterEventAdapter.preparedStatement_execute(FilterEventAdapter.java:440)
	at com.alibaba.druid.filter.FilterChainImpl.preparedStatement_execute(FilterChainImpl.java:3049)
	at com.alibaba.druid.wall.WallFilter.preparedStatement_execute(WallFilter.java:619)
	at com.alibaba.druid.filter.FilterChainImpl.preparedStatement_execute(FilterChainImpl.java:3049)
	at com.alibaba.druid.filter.FilterAdapter.preparedStatement_execute(FilterAdapter.java:1080)
	at com.alibaba.druid.filter.FilterChainImpl.preparedStatement_execute(FilterChainImpl.java:3049)
	at com.alibaba.druid.filter.FilterEventAdapter.preparedStatement_execute(FilterEventAdapter.java:440)
	at com.alibaba.druid.filter.FilterChainImpl.preparedStatement_execute(FilterChainImpl.java:3049)
	at com.alibaba.druid.proxy.jdbc.PreparedStatementProxyImpl.execute(PreparedStatementProxyImpl.java:167)
	at com.alibaba.druid.pool.DruidPooledPreparedStatement.execute(DruidPooledPreparedStatement.java:498)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:59)
	at com.sun.proxy.$Proxy174.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.query(PreparedStatementHandler.java:63)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.query(RoutingStatementHandler.java:79)
	at org.apache.ibatis.executor.SimpleExecutor.doQuery(SimpleExecutor.java:63)
	at org.apache.ibatis.executor.BaseExecutor.queryFromDatabase(BaseExecutor.java:324)
	at org.apache.ibatis.executor.BaseExecutor.query(BaseExecutor.java:156)
	at org.apache.ibatis.executor.CachingExecutor.query(CachingExecutor.java:109)
	at com.github.pagehelper.PageInterceptor.intercept(PageInterceptor.java:143)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at com.sun.proxy.$Proxy172.query(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(DefaultSqlSession.java:148)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(DefaultSqlSession.java:141)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:433)
	at com.sun.proxy.$Proxy117.selectList(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.selectList(SqlSessionTemplate.java:230)
	at org.apache.ibatis.binding.MapperMethod.executeForMany(MapperMethod.java:137)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:75)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:59)
	at com.sun.proxy.$Proxy118.selectByExample(Unknown Source)
	at com.dc.dlsb.service.impl.DlsbRmServiceImpl.findBydclx(DlsbRmServiceImpl.java:140)
	at com.dc.dlsb.service.impl.DlsbRmServiceImpl$$FastClassBySpringCGLIB$$d3426fa3.invoke(<generated>)
	at org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:204)
	at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:669)
	at com.dc.dlsb.service.impl.DlsbRmServiceImpl$$EnhancerBySpringCGLIB$$5dbaebf6.findBydclx(<generated>)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:333)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:207)
	at com.sun.proxy.$Proxy122.findBydclx(Unknown Source)
	at com.dc.dlsb.rest.DlsbRmControllerRest.findBydclx(DlsbRmControllerRest.java:74)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
